"obs","time..2","elapsed","date","hhmmss..5","averaging","baseline_yn","id","machine","TIME..10","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","?Vc","Edyn","Hr","Hs","dHs/dt","?Vh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..60","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","?Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","?CO2","CO2_s_d","CO2_r_d","?H2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..106","hhmmss..107","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","?CO2:MN","?CO2:SLP","?CO2:SD","?CO2:OK","?H2O:MN","?H2O:SLP","?H2O:SD","?H2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
238,1705691591,4880.1,2024-01-19 13:13:10,13:13:10,5,"n","paul.hc.3.19","albert",1705691583,0.000679717,0.679716879,2.085687395,699.5630332,587.0252888,53.86342797,64.18950557,0.036091387,2.778494541,0.03583295,0.022418659,355.0768187,25.90305256,25.02086071,3.183634295,50.00866984,1.487402209,2.974288685,1.696232086,-29.97551438,-170.1945625,-12.88555,142.0211919,22.22966321,0.675222109,2.085687395,755.2009908,735.9986364,3.428842923,65.46261435,0.679716879,15.41115609,16.21342667,1.55e-05,96.97850733,7,1,1,0,48976,2018.296032,1655.608243,0.820300004,0.175929008,6,0.5,"0: Broadleaf",2,TRUE,1705691583,699.5630357,726.8036429,16.21030714,15.41322857,695.3613929,16.10432143,500.0334286,91.65661071,0.099960921,23.88467143,25.02086071,999.9,0,0,9996.853214,0,18.32353214,-27.24052857,711.0900357,738.1812857,0.797074286,726.8036429,15.41322857,1.485782143,1.412724286,12.82261786,12.05490714,1999.9725,0.980000643,0.019999336,0,2.184932143,0,26905.26786,17337.98214,37.86792857,39.21628571,38.24528571,37.49317857,37.30989286,1959.9725,40,0,1705691616,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.284445,0.57299212,0.078606692,0,0.79593035,0.021585951,0.002543934,1,1,2,"2-Jan",3.12979,2.77082,0.12782,0.132325,0.0822911,0.0797796,26097.4,25471.8,30460,29611,38595,35869.9,46604.9,44012.4,1.84345,1.85522,0.102915,0,23.3336,999.9,33.2,32.9,18.1978,63.0072,23.2131,1,0.127348,3.21602,20.1621,5.23077,11.9742,4.9708,3.28958,9999,9999,9999,999.9,4.97292,1.87715,1.87529,1.87809,1.87482,1.87836,1.87546,1.87663,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.273,0.106,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17,17.1,1.78955,2.55127,1.39893,2.32788,1.44897,2.57202,38.7471,24.0963,18,492.828,466.157,19.6201,28.5921,30.0006,28.3276,28.385,35.8408,18.8353,25.2114,19.5826,774.149,15.4202,100.71,101.225
239,1705691596,4885.1,2024-01-19 13:13:15,13:13:15,5,"n","paul.hc.3.19","albert",1705691588,0.000681027,0.681026766,2.346525861,717.3084045,592.9164118,54.40373594,65.81746811,0.036143135,2.778395984,0.03588395,0.022450601,355.0778269,25.89114157,25.02605556,3.184620282,50.04877046,1.487553321,2.972207524,1.697066961,-30.0332804,-172.710467,-13.07607104,139.2580084,22.19255599,0.677869669,2.346525861,772.3319242,752.9832606,3.393224631,65.46261435,0.681026766,15.41147964,16.21538182,8.73e-06,96.97850733,7,1,1,0,48850,2018.301737,1655.612926,0.820300005,0.17592901,6,0.5,"0: Broadleaf",2,TRUE,1705691588,717.3084074,744.5224444,16.21202593,15.41178519,713.0582593,16.10601111,500.0095556,91.6561963,0.099968404,23.87302963,25.02605556,999.9,0,0,9996.318519,0,18.33692222,-27.21394074,729.129,756.1763333,0.800237667,744.5224444,15.41178519,1.485932593,1.412585185,12.82416667,12.05341111,1999.964815,0.980000667,0.019999311,0,2.055414815,0,26890.17778,17337.92593,37.88396296,39.229,38.25659259,37.49992593,37.31440741,1959.964815,40,0,1705691621,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.236755,0.400779737,0.081052705,1,0.7980645,0.037036638,0.003676129,1,2,2,"2-Feb",3.12984,2.77092,0.129799,0.134304,0.0822945,0.0797732,26037.8,25413.5,30459.7,29610.8,38594.9,35870.2,46604.7,44012.3,1.84337,1.85525,0.102475,0,23.336,999.9,33.2,32.9,18.1984,63.4972,23.0649,1,0.128001,3.27181,20.1606,5.23032,11.9742,4.97075,3.28958,9999,9999,9999,999.9,4.97291,1.87714,1.87521,1.87805,1.87475,1.87836,1.87545,1.87657,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.318,0.1061,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.1,17.2,1.81885,2.55737,1.39893,2.3291,1.44897,2.42188,38.7471,24.0875,18,492.816,466.204,19.5874,28.5982,30.0008,28.332,28.3889,36.431,18.8353,25.2114,19.5642,794.184,15.4202,100.709,101.224
240,1705691601,4890.1,2024-01-19 13:13:20,13:13:20,5,"n","paul.hc.3.19","albert",1705691593,0.00068352,0.683520201,2.192771776,733.1321402,615.3940779,56.46598567,67.26913762,0.036285644,2.77772397,0.036024357,0.022538542,355.0817188,25.88679536,25.02465,3.18435348,50.06677268,1.487717328,2.971466401,1.696636151,-30.14324088,-173.0793048,-13.10679954,138.7523736,22.1833851,0.679190928,2.192771776,789.3657923,770.0799576,3.41885522,65.46261435,0.683520201,15.40887637,16.21579758,-2.66e-06,96.97850733,7,1,1,0,48966,2018.323907,1655.631107,0.820300003,0.175929006,6,0.5,"0: Broadleaf",2,TRUE,1705691593,733.1321429,760.349,16.213875,15.41208214,728.8389643,16.10781429,500.0133929,91.6558,0.100015814,23.86888214,25.02465,999.9,0,0,9992.408214,0,18.34462143,-27.21680357,745.2148929,772.2508929,0.801779393,760.349,15.41208214,1.486094286,1.412606786,12.82584643,12.05365,1999.979286,0.980000857,0.019999121,0,2.125146429,0,26881.825,17338.05714,37.91046429,39.2365,38.243,37.51328571,37.33446429,1959.979286,40,0,1705691626,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.2253439,0.032732404,0.072032144,1,0.800459049,0.028694843,0.003601818,1,2,2,"2-Feb",3.12988,2.77089,0.131762,0.136237,0.082295,0.0798557,25978.7,25356.3,30459.3,29610.3,38594.6,35866.4,46604.2,44011.4,1.84363,1.85515,0.10246,0,23.338,999.9,33.2,32.9,18.1979,63.5072,23.2091,1,0.128544,3.26478,20.161,5.23047,11.974,4.97055,3.28955,9999,9999,9999,999.9,4.97293,1.87717,1.87527,1.87806,1.87481,1.87836,1.87546,1.87663,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.363,0.1061,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.2,17.3,1.85059,2.55249,1.39893,2.32788,1.44897,2.56226,38.7471,24.0963,18,492.988,466.178,19.5622,28.6044,30.0006,28.3368,28.3937,37.0987,18.8353,25.5815,19.5437,807.543,15.4202,100.708,101.222
241,1705691605,4894.6,2024-01-19 13:13:25,13:13:25,5,"n","paul.hc.3.19","albert",1705691597,0.000657382,0.657381749,2.357557597,748.04464,618.6674681,56.76574966,68.63673452,0.034918715,2.778871714,0.034676771,0.02169458,355.086614,25.8913269,25.018475,3.183181572,50.08276186,1.488024028,2.97113013,1.695157545,-28.99053515,-172.5076881,-13.05758615,140.5308047,22.1829522,0.670217963,2.357557597,804.703472,785.3513333,3.391070828,65.46261435,0.657381749,15.45612701,16.23190303,3.84e-05,96.97850733,7,1,1,0,49049,2018.351821,1655.653997,0.820299999,0.175928998,6,0.5,"0: Broadleaf",2,TRUE,1705691597,748.0446429,775.2657857,16.21738571,15.42616786,743.7113929,16.11126071,500.0004286,91.65489643,0.099967996,23.867,25.018475,999.9,0,0,9999.259643,0,18.34575,-27.22108929,760.3760357,787.4128214,0.791214714,775.2657857,15.42616786,1.486401429,1.413883214,12.82900714,12.06734643,2000.006071,0.980001179,0.019998789,0,2.098442857,0,26876.06429,17338.29286,37.95067857,39.25221429,38.252,37.52442857,37.36353571,1960.006071,40,0,1705691630,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.22351951,-0.000225784,0.069958124,1,0.795457659,-0.079972516,0.01374218,1,2,2,"2-Feb",3.12997,2.77109,0.133504,0.137964,0.0823573,0.0799994,25926,25305.3,30458.7,29609.9,38591.4,35860.6,46603.4,44011.1,1.84325,1.85502,0.101142,0,23.3402,999.9,33.3,32.9,18.2512,63.2472,22.8726,1,0.128824,3.26683,20.1609,5.23002,11.974,4.9707,3.2895,9999,9999,9999,999.9,4.97291,1.87717,1.8753,1.87807,1.87478,1.87836,1.87546,1.87664,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.403,0.1064,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.3,17.3,1.87744,2.55249,1.39893,2.3291,1.44897,2.54883,38.7471,24.0963,18,492.81,466.128,19.5427,28.6098,30.0006,28.3414,28.3976,37.6478,18.8353,25.5815,19.5297,820.9,15.4202,100.706,101.222
242,1705691610,4899.6,2024-01-19 13:13:30,13:13:30,5,"n","paul.hc.3.19","albert",1705691603,0.000655769,0.655769017,2.249380439,765.8011454,640.7197639,58.78833999,70.26500606,0.034879477,2.778877852,0.034638075,0.021670346,355.0870493,25.88873426,25.01082963,3.181731137,50.12009807,1.488861414,2.970587592,1.692869722,-28.91941363,-171.8176723,-13.00462723,141.3453362,22.19706003,0.660086071,2.249380439,821.712555,802.3944848,3.41123797,65.46261435,0.655769017,15.47362659,16.24746788,3.98e-05,96.97850733,7,1,1,0,48986,2018.354315,1655.656041,0.820299998,0.175928997,6,0.5,"0: Broadleaf",2,TRUE,1705691603,765.8011481,793.0438889,16.22673704,15.4474963,761.4204815,16.12045185,500.005963,91.65357778,0.100014504,23.86396296,25.01082963,999.9,0,0,9999.43963,0,18.34246296,-27.24271481,778.4328519,805.4871481,0.779248333,793.0438889,15.4474963,1.487238148,1.415817407,12.8376,12.08809259,2000.011852,0.980001222,0.019998744,0,2.195433333,0,26868.85556,17338.34074,37.95811111,39.2522963,38.24748148,37.52992593,37.40248148,1960.011852,40,0,1705691635,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.2267075,-0.27384878,0.056297142,1,0.786211925,-0.165151914,0.018658753,1,2,2,"2-Feb",3.12985,2.77102,0.135428,0.139869,0.0824126,0.0800077,25868.5,25249.3,30458.7,29610,38589.4,35860.3,46603.6,44010.9,1.84325,1.85497,0.100683,0,23.3422,999.9,33.3,32.9,18.2522,63.0472,23.097,1,0.12923,3.25797,20.1612,5.23077,11.9742,4.97095,3.2897,9999,9999,9999,999.9,4.97295,1.87718,1.87529,1.8781,1.8748,1.87837,1.87546,1.87666,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.448,0.1067,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.4,17.4,1.91284,2.55249,1.39893,2.32788,1.44897,2.56714,38.7471,24.0963,18,492.838,466.135,19.5273,28.6158,30.0005,28.3456,28.4025,38.3025,18.8353,25.5815,19.6078,840.936,15.4183,100.706,101.221
243,1705691615,4904.6,2024-01-19 13:13:35,13:13:35,5,"n","paul.hc.3.19","albert",1705691608,0.000664782,0.664782482,2.357275313,782.6039971,653.7976477,59.98801304,71.80640517,0.03542558,2.779681263,0.03517666,0.022007631,355.0831363,25.88170453,25.00148889,3.179959849,50.17386611,1.490100183,2.969873161,1.689859665,-29.31690747,-171.0669934,-12.94319586,141.7560396,22.20040982,0.653749816,2.357275313,838.7719708,819.3993212,3.395316413,65.46261435,0.664782482,15.47535452,16.25988,3.37e-05,96.97850733,7,1,1,0,48930,2018.332,1655.637743,0.820300002,0.175929003,6,0.5,"0: Broadleaf",2,TRUE,1705691608,782.604,809.8584444,16.24031111,15.46855185,778.1788148,16.13379259,500,91.65318889,0.099990793,23.85996296,25.00148889,999.9,0,0,10004.21074,0,18.342,-27.25454074,795.5238148,822.5828889,0.771781111,809.8584444,15.46855185,1.488476667,1.41774037,12.85031481,12.10872593,1999.99,0.980001,0.019998967,0,2.261040741,0,26860.83333,17338.14444,37.9742963,39.25459259,38.25214815,37.52992593,37.39318519,1959.99,40,0,1705691640,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.2513439,-0.113395819,0.029695627,1,0.78030622,-0.085837213,0.015917528,1,2,2,"2-Feb",3.12996,2.77107,0.137321,0.141749,0.0824541,0.0800044,25811.7,25194.1,30458.6,29610,38587.9,35860.6,46603.7,44010.9,1.84352,1.85487,0.0998974,0,23.3446,999.9,33.3,32.9,18.254,62.9072,22.8205,1,0.128565,2.90734,20.1685,5.23107,11.974,4.97105,3.28973,9999,9999,9999,999.9,4.97292,1.87716,1.8753,1.87808,1.87479,1.87836,1.87546,1.87663,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.492,0.1069,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.4,17.5,1.94214,2.55249,1.39893,2.32788,1.44897,2.44751,38.7471,24.0963,18,493.025,466.103,19.5701,28.6209,29.9998,28.3504,28.4068,38.8946,18.8353,25.5815,19.6136,854.293,15.4063,100.706,101.221
244,1705691620,4909.6,2024-01-19 13:13:40,13:13:40,5,"n","paul.hc.3.19","albert",1705691613,0.000673774,0.673774025,2.212489335,799.3880343,678.1311524,62.22047899,73.34614583,0.035982222,2.778791125,0.035725367,0.022351279,355.0850845,25.87567071,24.99018889,3.177818178,50.23049228,1.491405849,2.969124493,1.686412329,-29.71343449,-169.9474506,-12.86160295,142.5625965,22.20050223,0.661110419,2.212489335,855.6915098,836.4244909,3.40989303,65.46261435,0.673774025,15.4740534,16.26924667,2.41e-05,96.97850733,7,1,1,0,49020,2018.343111,1655.646854,0.8203,0.175929,6,0.5,"0: Broadleaf",2,TRUE,1705691613,799.388037,826.6625556,16.2545963,15.47416667,794.9187778,16.14781852,500.0048519,91.65288519,0.099984111,23.85577037,24.99018889,999.9,0,0,9999.004815,0,18.342,-27.27457778,812.5967037,839.6556296,0.780445074,826.6625556,15.47416667,1.489781481,1.418251111,12.86368889,12.11419259,2000.001111,0.980001111,0.019998852,0,2.267222222,0,26852.38519,17338.24074,38.01822222,39.25688889,38.259,37.54148148,37.38851852,1960.001111,40,0,1705691645,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.25888537,-0.277143554,0.034897526,1,0.777269122,0.080213331,0.011787389,1,2,2,"2-Feb",3.12973,2.77101,0.139195,0.143613,0.0824829,0.0799883,25755.1,25138.7,30458.1,29609.2,38585.9,35860.6,46602.7,44010.1,1.84325,1.85518,0.099875,0,23.3461,999.9,33.3,32.9,18.2527,62.9472,23.153,1,0.128778,3.00541,20.1667,5.23092,11.974,4.9708,3.28973,9999,9999,9999,999.9,4.97291,1.87717,1.87529,1.87808,1.87479,1.87838,1.87546,1.87663,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.535,0.1071,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.5,17.6,1.96899,2.55981,1.39893,2.3291,1.44897,2.51587,38.7717,24.0875,18,492.904,466.331,19.6117,28.627,30.0001,28.3553,28.411,39.5431,19.1143,25.5815,19.6262,874.336,15.3928,100.704,101.219
245,1705691625,4914.6,2024-01-19 13:13:45,13:13:45,5,"n","paul.hc.3.19","albert",1705691617,0.000691172,0.691171684,2.320783635,815.1778186,691.33235,63.4309184,74.79395069,0.036941167,2.778680556,0.036670484,0.022943207,355.0895865,25.86796565,24.98890714,3.17757533,50.26753125,1.492231954,2.96858015,1.685343376,-30.48067126,-170.2054217,-12.88135754,141.522136,22.22013375,0.674696967,2.320783635,872.9239914,853.4963212,3.415840399,65.46261435,0.691171684,15.4549039,16.27071152,1.22e-05,96.97850733,7,1,1,0,48881,2018.368786,1655.667907,0.820299996,0.175928992,6,0.5,"0: Broadleaf",2,TRUE,1705691617,815.1778214,842.5014643,16.26380714,15.46735357,810.6675,16.15685714,500.0094286,91.65168571,0.100014325,23.85272143,24.98890714,999.9,0,0,9998.485,0,18.342,-27.32363929,828.6550714,855.7372857,0.796458929,842.5014643,15.46735357,1.490605714,1.417608929,12.87214286,12.10730714,2000.026786,0.980001393,0.019998561,0,2.204871429,0,26843.92143,17338.475,38.04878571,39.27214286,38.29439286,37.57567857,37.37917857,1960.026786,40,0,1705691650,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.30193659,-0.560203484,0.072165378,0,0.785014854,0.178767554,0.018160076,1,1,2,"2-Jan",3.12987,2.7709,0.141056,0.145447,0.0824803,0.079875,25699.2,25084.5,30457.8,29608.9,38586,35864.7,46602.5,44009.4,1.84325,1.85492,0.100151,0,23.3476,999.9,33.3,32.9,18.2535,63.1072,22.9407,1,0.129281,3.02129,20.1661,5.23167,11.9742,4.971,3.28973,9999,9999,9999,999.9,4.97292,1.87719,1.87531,1.87811,1.87479,1.87838,1.87546,1.87665,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.578,0.1071,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.6,17.7,2.00317,2.55127,1.39893,2.3291,1.44897,2.48657,38.7717,24.0963,18,492.937,466.203,19.6285,28.6331,30.0005,28.3602,28.4153,40.1286,19.1143,25.5815,19.6317,887.694,15.3909,100.704,101.218
246,1705691630,4919.6,2024-01-19 13:13:50,13:13:50,5,"n","paul.hc.3.19","albert",1705691623,0.000697858,0.697857799,2.091818256,832.8911086,719.2240915,65.98872214,76.41765701,0.037304853,2.77840028,0.037028808,0.023167636,355.0873575,25.86606685,24.9897037,3.17772625,50.28017097,1.492585305,2.968536653,1.685140945,-30.77552893,-170.344066,-12.89318685,141.0745757,22.20856248,0.688556048,2.091818256,889.8335689,870.6014545,3.43316559,65.46261435,0.697857799,15.43966594,16.26355394,-1.5e-05,96.97850733,7,1,1,0,49072,2018.356074,1655.657483,0.820299998,0.175928996,6,0.5,"0: Broadleaf",2,TRUE,1705691623,832.8911111,860.2285926,16.26798148,15.45518519,828.335,16.16094815,500.018,91.64987778,0.099999519,23.85247778,24.9897037,999.9,0,0,9997.032963,0,18.342,-27.33737778,846.6647407,873.7319259,0.812802259,860.2285926,15.45518519,1.490959259,1.416465926,12.87575926,12.09504815,2000.014074,0.980001333,0.019998622,0,2.093522222,0,26833.54444,17338.36296,38.11314815,39.28214815,38.32607407,37.59014815,37.41411111,1960.014074,40,0,1705691655,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.31947073,-0.256285714,0.065774119,1,0.803254854,0.197063268,0.020185367,1,2,2,"2-Feb",3.12983,2.77106,0.142903,0.147272,0.0824542,0.0798636,25643.9,25031.1,30457.9,29609.1,38587.2,35865.6,46602.4,44009.8,1.84305,1.85483,0.100374,0,23.3491,999.9,33.3,32.9,18.252,63.2072,23.0489,1,0.129997,3.06185,20.1653,5.23002,11.974,4.97055,3.28948,9999,9999,9999,999.9,4.97293,1.87726,1.87532,1.87817,1.87485,1.87847,1.87549,1.87668,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.621,0.1069,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.7,17.8,2.03613,2.55493,1.39893,2.32788,1.44897,2.5708,38.7717,24.0963,18,492.858,466.177,19.638,28.6392,30.0006,28.365,28.42,40.7743,19.1143,25.5815,19.6346,907.73,15.3864,100.704,101.219
247,1705691635,4924.6,2024-01-19 13:13:55,13:13:55,5,"n","paul.hc.3.19","albert",1705691627,0.000696167,0.696166867,2.328726829,848.6918186,724.127276,66.43829993,77.86703176,0.037179055,2.77888886,0.036904909,0.023090031,355.084013,25.86748583,24.99693571,3.179096741,50.27044802,1.492414056,2.968770152,1.686682685,-30.70095884,-171.2615388,-12.96090916,140.1606062,22.19824821,0.696430911,2.328726829,906.7811993,887.4879394,3.386281684,65.46261435,0.696166867,15.43716561,16.25904061,-9.72e-06,96.97850733,7,1,1,0,48890,2018.337,1655.641843,0.820300001,0.175929001,6,0.5,"0: Broadleaf",2,TRUE,1705691627,848.6918214,876.0385714,16.26618571,15.444075,844.0950714,16.159175,500.0075714,91.64946429,0.100014207,23.85378571,24.99693571,999.9,0,0,9999.953214,0,18.342,-27.34678929,862.725,889.7801429,0.822109536,876.0385714,15.444075,1.490786786,1.415440714,12.874,12.08406786,1999.995,0.980001179,0.019998782,0,2.076414286,0,26823.36429,17338.19643,38.12025,39.29432143,38.37471429,37.62042857,37.45064286,1959.995,40,0,1705691660,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.32636829,0.020445993,0.06395237,1,0.812205683,0.146041443,0.016618808,1,2,2,"2-Feb",3.12993,2.77104,0.144712,0.149078,0.0824358,0.079858,25588.5,24977.5,30456.4,29608.5,38586.6,35865.1,46600.6,44008.9,1.8431,1.85478,0.100616,0,23.351,999.9,33.3,32.9,18.2528,63.2472,22.9087,1,0.130473,3.08779,20.1647,5.23047,11.9743,4.9708,3.28955,9999,9999,9999,999.9,4.97293,1.87722,1.87531,1.87816,1.87483,1.87842,1.8755,1.87666,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.663,0.1069,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.8,17.8,2.06299,2.55005,1.39893,2.3291,1.44897,2.57935,38.7717,24.0963,18,492.915,466.183,19.6403,28.6441,30.0006,28.3695,28.4249,41.3551,19.1143,25.5815,19.6241,921.088,15.3849,100.699,101.216
248,1705691640,4929.6,2024-01-19 13:14:00,13:14:00,5,"n","paul.hc.3.19","albert",1705691633,0.000693649,0.693649206,2.197212165,866.4078492,746.4637593,68.48729104,79.49203934,0.037004558,2.778855837,0.036732966,0.022982339,355.0859937,25.86967368,25.00362222,3.180364318,50.24976563,1.491931578,2.969031913,1.68843274,-30.58992999,-172.0415865,-13.02063292,139.4338444,22.1559936,0.697707593,2.197212165,923.7973356,904.5675939,3.40634105,65.46261435,0.693649206,15.43602034,16.25487818,-6.03e-06,96.97850733,7,1,1,0,49035,2018.348296,1655.651106,0.820299999,0.175928998,6,0.5,"0: Broadleaf",2,TRUE,1705691633,866.4078519,893.7192963,16.26101481,15.43741481,861.7657407,16.1541037,500.021,91.64898889,0.099994481,23.85525185,25.00362222,999.9,0,0,9999.810741,0,18.342,-27.3116037,880.7292963,907.7322963,0.823611111,893.7192963,15.43741481,1.490306296,1.414822963,12.86907407,12.07744074,2000.006296,0.980001333,0.019998622,0,2.152714815,0,26812.05556,17338.3,38.11777778,39.29137037,38.35155556,37.62025926,37.45337037,1960.006296,40,0,1705691665,0,1705690569,12:56:09,1705690569,1705690565,3,-0.132,0.002,3.367,0.126,419,17,0.11,0.12,-27.3357575,0.370735835,0.061153769,1,0.82149365,0.025173388,0.007639963,1,2,2,"2-Feb",3.12979,2.77093,0.146514,0.150865,0.0824199,0.0798456,25534.1,24925,30455.9,29608.5,38586.6,35866,46599.6,44009.2,1.84308,1.85475,0.101287,0,23.353,999.9,33.3,32.9,18.2544,63.1672,22.9768,1,0.131242,3.14545,20.1636,5.23032,11.9742,4.97045,3.28953,9999,9999,9999,999.9,4.97294,1.87726,1.87531,1.87818,1.87485,1.87844,1.87549,1.87667,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,4.706,0.1068,1.806779602,0.00432042,-1.53e-06,3.87e-10,-0.01997531,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,17.9,17.9,2.09717,2.55371,1.39893,2.3291,1.44897,2.52441,38.7717,24.0963,18,492.93,466.2,19.6323,28.6502,30.0007,28.3737,28.4291,41.9945,19.1143,25.5815,19.6126,941.125,15.3869,100.697,101.217
