"obs","time..2","elapsed","date","hhmmss..5","averaging","baseline_yn","id","machine","TIME..10","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..60","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..106","hhmmss..107","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
1,1704042369,0,2023-12-31 11:06:09,11:06:09,5,"n","brit.hc.2.2","albert",1704042361.25,0.00125028697913508,1.25028697913508,0.317962074021707,418.43853293863,398.558102565413,36.1148102773017,37.9162489296297,0.0674704180378997,2.75770170181589,0.0665665967921268,0.0416843190086112,353.934392882529,26.076063188392,24.9681666666667,3.17364796315923,49.9801319666945,1.51573615001166,3.03267736672186,1.65791181314757,-55.1376557798572,-112.953483294409,-8.62803289491749,177.215220913345,0.314183543691341,1.2803771914085,0.317962074021707,425.869846211107,425.487187878788,-0.00099863102500983,65.0293827907414,1.25028697913508,15.2448994529995,16.719783030303,2.95947417337489e-05,107.877929755481,6,1,1,0,48336,2011.8041,1650.28275264639,0.820299925149963,0.175928855539428,6,0.5,"0: Broadleaf",2,TRUE,1704042361.25,418.438533333333,419.458366666667,16.7274566666667,15.21685,415.2204,16.6580366666667,500.048,90.5135933333333,0.100071386666667,24.2084233333333,24.9681666666667,999.9,0,0,9999.65033333333,0,11.8051,-1.0197971,425.556966666667,425.939866666667,1.510609,419.458366666667,15.21685,1.51406233333333,1.37733133333333,13.1109166666667,11.6703333333333,1999.999,0.980004533333333,0.0199959066666667,0,2.01680666666667,0,23614.63,17338.2466666667,38.125,39.0496,38.187,37.2519333333333,37.25,1960.009,39.99,0,1704042368.8,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,-1.030754475,0.368262900562852,0.0635672489242642,1,1.50648825,-0.0444368105065694,0.0196689614478625,1,2,2,"2/2",3.1298,2.77045,0.0849683,0.0860645,0.083154,0.0781029,27354,26866.5,30433.4,29653.3,38525.3,35984.3,46568.1,44075.2,1.82475,1.85725,0.0995845,0,23.3195,999.9,42,31,20.9325,64.0899,21.5385,1,0.150132,2.29973,20.1832,5.23391,11.974,4.97175,3.29028,9999,9999,9999,999.9,4.97296,1.87712,1.87517,1.87804,1.87469,1.87836,1.87543,1.87654,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.218,0.0693,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.2,12.3,1.05469,2.53418,1.39893,2.33887,1.44897,2.40845,37.4578,24.0087,18,486.329,472.285,20.5191,29.0149,29.9994,28.9122,28.9889,21.0722,34.7017,80.8068,20.5343,412.982,15.2973,100.627,101.369
2,1704042374,5,2023-12-31 11:06:14,11:06:14,5,"n","brit.hc.2.2","albert",1704042366.15517,0.00125248959163614,1.25248959163614,0.642710097941311,418.385447475193,390.882571948108,35.4189625038809,37.91107493598,0.067653657351238,2.75637831028417,0.0667445258494934,0.0417959926552075,353.937772839083,26.0801472203355,24.9580344827586,3.17173089975959,49.9549062631308,1.51532027656087,3.03337627855634,1.65641062319872,-55.234790991154,-110.822660972586,-8.46906382561402,179.411257049728,0.186803264938875,1.26599081956636,0.642710097941311,425.932692393842,425.327781818182,-0.0374471618725274,65.0293827907414,1.25248959163614,15.2482873141701,16.7259842424242,3.16208313759997e-05,107.877929755481,6,1,1,0,48202,2011.82337586207,1650.29855881916,0.820299922259331,0.175928849960509,6,0.5,"0: Broadleaf",2,TRUE,1704042366.15517,418.385448275862,419.245275862069,16.7230275862069,15.2291448275862,415.167413793103,16.6536827586207,499.966793103448,90.5128586206897,0.0999367448275862,24.2122655172414,24.9580344827586,999.9,0,0,9991.90448275862,0,11.8051,-0.859949172413793,425.500965517241,425.728827586207,1.49388724137931,419.245275862069,15.2291448275862,1.51364896551724,1.3784324137931,13.1067448275862,11.682424137931,2000.01827586207,0.980004586206896,0.0199958172413793,0,1.99628275862069,0,23612.7275862069,17338.4172413793,38.125,39.0342068965517,38.187,37.2434137931034,37.25,1960.02827586207,39.99,0,1704042373.6,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,-0.991137375,0.582269054409007,0.143215924570155,0,1.5029265,-0.21001193245779,0.0233943211645476,1,1,2,"1/2",3.12987,2.7708,0.0849319,0.0856146,0.0831772,0.0780756,27355.2,26880.1,30433.5,29653.8,38524.4,35985.9,46568.3,44075.9,1.8248,1.8571,0.100195,0,23.3181,999.9,42,31,20.9353,64.3399,21.8149,1,0.149439,2.23522,20.1833,5.23122,11.974,4.971,3.29,9999,9999,9999,999.9,4.97294,1.87714,1.87518,1.87805,1.87471,1.87836,1.87545,1.87655,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.218,0.0695,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.3,12.4,1.02783,2.53662,1.39893,2.33887,1.44897,2.47314,37.4578,23.9999,18,486.32,472.142,20.5504,29.0079,29.9995,28.9066,28.9834,20.5739,34.7017,80.8068,20.5666,399.306,15.2966,100.627,101.371
3,1704042379,10,2023-12-31 11:06:19,11:06:19,5,"n","brit.hc.2.2","albert",1704042371.23214,0.00126650424687976,1.26650424687976,0.471469736689848,417.85392798566,394.516156054947,35.7482780938547,37.862982772651,0.0683893356292201,2.75542311444438,0.0674601535968509,0.0422450275182488,353.942162546188,26.0770695666862,24.9620821428571,3.17249661728414,49.9545454922546,1.51532382669897,3.033405292285,1.65717279058516,-55.8528372873976,-111.361846653691,-8.51339922424061,178.214079380859,-1.68972745685469,1.25759784241134,0.471469736689848,419.002577161856,422.065121212121,-0.763734872592522,65.0293827907414,1.26650424687976,15.2320402103794,16.7267327272727,-1.15468461362377e-05,107.877929755481,6,1,1,0,48359,2011.84831071429,1650.31901440356,0.820299923018366,0.175928851425446,6,0.5,"0: Broadleaf",2,TRUE,1704042371.23214,417.853928571429,416.456642857143,16.7230357142857,15.2389392857143,414.6375,16.6536821428571,499.927214285714,90.5130964285714,0.0998671857142857,24.212425,24.9620821428571,999.9,0,0,9986.23107142857,0,11.8350964285714,1.39715867857143,424.960321428571,422.901321428571,1.48409785714286,416.456642857143,15.2389392857143,1.51365392857143,1.3793225,13.1067857142857,11.6922,2000.01321428571,0.980004357142857,0.0199959392857143,0,1.99521785714286,0,23607.9214285714,17338.3714285714,38.1205,39.0177142857143,38.187,37.2386785714286,37.25,1960.02321428571,39.99,0,1704042379,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,0.7438121,24.6391831744841,3.09394590761311,0,1.49296325,-0.113075684803004,0.0186632189596945,1,1,2,"1/2",3.13015,2.7707,0.0843484,0.0836369,0.0831808,0.0780398,27373.2,26938.7,30434.1,29654.2,38524.5,35987.8,46568.7,44076.7,1.82528,1.85683,0.101678,0,23.3163,999.9,42,31,20.9334,64.1699,21.4784,1,0.148864,2.22038,20.1841,5.23107,11.974,4.971,3.28993,9999,9999,9999,999.9,4.97293,1.87713,1.87516,1.87805,1.87469,1.87836,1.87545,1.87654,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.205,0.0694,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.3,12.5,0.997314,2.5293,1.39893,2.33887,1.44897,2.58301,37.4578,24.0262,18,486.553,471.925,20.5817,29.0016,29.9994,28.902,28.9788,19.8817,34.7017,80.8068,20.5939,379.254,15.3003,100.629,101.373
4,1704042384,15,2023-12-31 11:06:24,11:06:24,5,"n","brit.hc.2.2","albert",1704042376.5,0.00126906029819905,1.26906029819905,0.494944411475626,415.072110494765,391.251879865266,35.4527033174728,37.6111378526685,0.0684094413026677,2.75603532141198,0.067479920353771,0.042257411733653,353.973604506045,26.0733033243382,24.9786592592593,3.17563428498843,49.9731157021851,1.51562561168134,3.03288196140044,1.66000867330708,-55.9655591505783,-114.277125598711,-8.73492998930677,174.995989767449,-5.90743413716776,1.26110573876671,0.494944411475626,404.510189834426,413.039581818181,-1.91766691593283,65.0293827907414,1.26906029819905,15.2310820116847,16.7285787878788,1.33309162910726e-05,107.877929755481,6,1,1,0,48231,2012.02702962963,1650.46561759189,0.820299923056054,0.175928851498185,6,0.5,"0: Broadleaf",2,TRUE,1704042376.5,415.072111111111,408.610444444445,16.7262666666667,15.2380481481481,411.864407407407,16.6568481481481,499.931481481481,90.5136222222222,0.0998805925925926,24.2095481481481,24.9786592592593,999.9,0,0,9989.79222222222,0,12.0140666666667,6.46155951851852,422.132666666667,414.933333333333,1.48822444444444,408.610444444445,15.2380481481481,1.51395481481481,1.37924925925926,13.1098296296296,11.6913962962963,2000.01296296296,0.980004333333333,0.0199959555555555,0,1.94364074074074,0,23601.0148148148,17338.3740740741,38.1086666666667,39.0045925925926,38.187,37.2313333333333,37.25,1960.02296296296,39.99,0,1704042383.8,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,3.532763225,52.9078054446529,5.60912566081255,0,1.48760775,0.0274722326454057,0.0117907702224028,1,1,2,"1/2",3.13009,2.77108,0.0828911,0.0811127,0.0831867,0.0780409,27416.9,27013.2,30434.2,29654.6,38524.3,35987.9,46568.8,44077.1,1.82515,1.85707,0.104323,0,23.3141,999.9,41.9,31,20.8853,64.5399,21.6346,1,0.148547,2.26258,20.1833,5.23077,11.974,4.97095,3.2898,9999,9999,9999,999.9,4.97292,1.87713,1.87517,1.87805,1.87469,1.87836,1.87542,1.87653,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.176,0.0695,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.4,12.6,0.960693,2.53174,1.39893,2.33887,1.44897,2.58179,37.4578,24.0175,18,486.441,472.046,20.608,28.9944,29.9997,28.8955,28.9735,19.2196,34.4112,80.8068,20.6071,365.879,15.3038,100.629,101.374
5,1704042389,20,2023-12-31 11:06:29,11:06:29,5,"n","brit.hc.2.2","albert",1704042381.21429,0.00124594325362136,1.24594325362137,0.520358907427501,408.896749355157,384.383917698738,34.8304762683531,37.051676380966,0.0669863678291907,2.75690031993718,0.0660951209314297,0.0413885376165368,354.018776848344,26.0771996311599,25.0002,3.1797155040734,49.9866539440731,1.51583440876201,3.03247825001047,1.66388109531138,-54.9460974847022,-117.844488395702,-9.0056580062821,172.222532961657,-10.9183820663477,1.26172864611016,0.520358907427501,388.041662487571,400.086284848485,-2.66270062170243,65.0293827907414,1.24594325362137,15.2645786680091,16.7342751515152,4.68283877589482e-05,107.877929755481,6,1,1,0,48442,2012.28380357143,1650.67624840634,0.820299922643465,0.175928850701887,6,0.5,"0: Broadleaf",2,TRUE,1704042381.21429,408.89675,396.414178571429,16.7285214285714,15.2398214285714,405.7085,16.6590607142857,500.0155,90.5137964285714,0.0999745035714286,24.2073285714286,25.0002,999.9,0,0,9994.88785714286,0,12.2680892857143,12.482532,415.853285714286,402.548928571429,1.48870357142857,396.414178571429,15.2398214285714,1.51416142857143,1.3794125,13.1119214285714,11.6931857142857,2000.01571428571,0.980004357142857,0.0199959392857143,0,2.02032142857143,0,23595.6892857143,17338.3857142857,38.0935,39,38.187,37.22525,37.25,1960.02571428571,39.99,0,1704042388.6,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,9.287475175,77.7932650694184,7.56090870605143,0,1.4856205,0.0130018761726027,0.0131628239656238,1,1,2,"1/2",3.13003,2.77115,0.0808358,0.0784598,0.0832165,0.0782925,27478.5,27091.2,30434.4,29654.5,38523.3,35977.9,46569.3,44077.3,1.82512,1.85707,0.104003,0,23.3137,999.9,41.9,31,20.8813,64.1299,21.847,1,0.148415,2.62071,20.178,5.22957,11.974,4.97065,3.28978,9999,9999,9999,999.9,4.97294,1.87712,1.87516,1.87804,1.87469,1.87833,1.87537,1.87653,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.135,0.0696,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.5,12.6,0.927734,2.53418,1.39893,2.33887,1.44897,2.51099,37.4578,24.0175,18,486.396,472.008,20.5911,28.9879,30.0001,28.8908,28.9687,18.4859,34.4112,80.8068,20.5358,345.836,15.2985,100.63,101.374
6,1704042394,25,2023-12-31 11:06:34,11:06:34,5,"n","brit.hc.2.2","albert",1704042386.5,0.00122091145919147,1.22091145919147,0.33737839485991,397.870332913866,377.844317920084,34.2384811070109,36.0531447224059,0.0655208101110184,2.75748336454337,0.0646680448453953,0.040493220855204,354.070628955737,26.0815649489386,25.0167592592593,3.18285602152798,50.0137502525338,1.51642913881477,3.03202445559047,1.66642688271322,-53.842195350344,-120.702079878449,-9.22273890835366,170.30361481859,-15.4912554241396,1.24517965446229,0.33737839485991,371.364350588671,385.233393939394,-2.99897346868167,65.0293827907414,1.22091145919147,15.3141548070735,16.7538818181818,9.71195643136844e-05,107.877929755481,6,1,1,0,48267,2012.57844814815,1650.91795342602,0.820299926666259,0.17592885846588,6,0.5,"0: Broadleaf",2,TRUE,1704042386.5,397.870333333333,379.876,16.7348,15.2656444444444,394.717,16.6652444444444,500.018592592593,90.5152888888889,0.100024040740741,24.2048333333333,25.0167592592593,999.9,0,0,9998.17148148148,0,12.5895592592593,17.9943037037037,404.641851851852,385.764518518519,1.46916407407407,379.876,15.2656444444444,1.51475555555556,1.38177259259259,13.1179296296296,11.7190444444444,1999.98888888889,0.980004111111111,0.0199961814814815,0,2.03874444444444,0,23590.8592592593,17338.1481481481,38.076,39,38.187,37.2243333333333,37.25,1959.99888888889,39.99,0,1704042394,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,13.663915625,67.6175459324578,6.68709031103897,0,1.47740325,-0.197683564727956,0.0255535214195128,1,1,2,"1/2",3.12996,2.7709,0.0784692,0.0757389,0.083287,0.0783104,27549.7,27171.3,30434.8,29654.6,38520.6,35977,46569.9,44077.2,1.82493,1.85713,0.103667,0,23.3117,999.9,41.9,31,20.8808,64.4099,21.6266,1,0.14889,2.62153,20.1778,5.23047,11.974,4.97065,3.2897,9999,9999,9999,999.9,4.97294,1.87714,1.87517,1.87805,1.87471,1.87836,1.87542,1.87656,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.088,0.0699,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.6,12.7,0.889893,2.5415,1.39893,2.33887,1.44897,2.42188,37.4578,24.0087,18,486.251,472,20.5301,28.9813,30,28.8855,28.9636,17.8001,34.4112,80.4318,20.511,332.479,15.2985,100.631,101.374
7,1704042399,30,2023-12-31 11:06:39,11:06:39,5,"n","brit.hc.2.2","albert",1704042391.21429,0.00125388167836574,1.25388167836574,0.545871265759695,385.087106465757,360.725402699012,32.6878450803801,34.895429000623,0.067332842869401,2.75710249463593,0.0664324843982615,0.0416001933129135,354.097213336453,26.07363695722,25.0190642857143,3.18329339214416,50.0402577772937,1.51730164598612,3.03216192997832,1.66599174615804,-55.2961820159291,-120.915664010733,-9.24047760263883,168.644889707151,-17.6645105768457,1.23990951753523,0.545871265759695,354.776496424517,369.3188,-3.19362535198172,65.0293827907414,1.25388167836574,15.277518484334,16.7569878787879,-7.19411653847541e-06,107.877929755481,6,1,1,0,48392,2012.72953214286,1651.04188986761,0.820299927785044,0.175928860625134,6,0.5,"0: Broadleaf",2,TRUE,1704042391.21429,385.087107142857,364.463107142857,16.7441214285714,15.281175,381.974642857143,16.6744,500.010785714286,90.5169107142857,0.100065067857143,24.2055892857143,25.0190642857143,999.9,0,0,9995.73964285714,0,12.7481035714286,20.6239357142857,391.644714285714,370.118821428571,1.462945,364.463107142857,15.281175,1.51562607142857,1.38320392857143,13.1267142857143,11.7347321428571,1999.98142857143,0.980004,0.0199962678571429,0,2.11335,0,23589.5785714286,17338.0785714286,38.0665,39,38.1803571428571,37.21175,37.241,1959.99142857143,39.99,0,1704042398.8,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,18.3318087804878,38.3558606968641,4.01120411559567,0,1.47135487804878,-0.151234494773516,0.0253056023028885,1,1,2,"1/2",3.13006,2.77099,0.0759043,0.0729578,0.0832941,0.0782175,27626.5,27252.9,30434.9,29654.5,38520.1,35980,46569.9,44076.6,1.82542,1.85718,0.103489,0,23.3117,999.9,41.8,31,20.8343,64.2399,21.8309,1,0.148166,2.59357,20.1783,5.23017,11.974,4.9706,3.2897,9999,9999,9999,999.9,4.97295,1.87713,1.87519,1.87805,1.87469,1.87836,1.87544,1.87654,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.037,0.07,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.7,12.8,0.856934,2.54272,1.39893,2.33887,1.44897,2.49634,37.4578,24.0087,18,486.488,471.99,20.499,28.9747,29.9999,28.8795,28.9581,17.046,34.4112,80.4318,20.4927,312.444,15.2985,100.631,101.373
8,1704042404,35,2023-12-31 11:06:44,11:06:44,5,"n","brit.hc.2.2","albert",1704042396.5,0.00125569373980653,1.25569373980654,0.47989225447864,369.240110514697,346.960383363067,31.4407872417661,33.4597271402905,0.0675322468973085,2.75769146263529,0.0666267770705749,0.0417220770459463,354.120500623384,26.0719649872139,25.0107259259259,3.18171146647287,50.0712476596386,1.51815493769377,3.03198943236544,1.6635565287791,-55.3760939254684,-119.842830387932,-9.15610584980508,169.745470460179,-18.9372203068498,1.23955065077092,0.47989225447864,337.972256982248,352.992387878788,-3.27683205469841,65.0293827907414,1.25569373980654,15.2769524423132,16.7584672727273,1.68291502284437e-05,107.877929755481,6,1,1,0,48282,2012.86189259259,1651.1504657898,0.820299928110366,0.175928861253006,6,0.5,"0: Broadleaf",2,TRUE,1704042396.5,369.240111111111,347.063666666667,16.7533851851852,15.2907777777778,366.178740740741,16.6835,499.977222222222,90.5178222222222,0.0999795481481481,24.2046407407407,25.0107259259259,999.9,0,0,9999.12259259259,0,12.8826333333333,22.1764296296296,375.531407407407,352.453148148148,1.46260037037037,347.063666666667,15.2907777777778,1.51648,1.38408851851852,13.1353333333333,11.7444148148148,1999.97925925926,0.980003962962963,0.0199962962962963,0,2.08707407407407,0,23588.9,17338.0666666667,38.062,39,38.1755185185185,37.2126666666667,37.222,1959.98925925926,39.99,0,1704042403.6,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,20.9423634146341,19.2166787456446,2.01917903454339,0,1.4673712195122,0.00666125435539931,0.0222222057910575,1,1,2,"1/2",3.13004,2.77096,0.0732214,0.0700737,0.0833014,0.0782097,27707.5,27338.3,30435.8,29655.1,38520.7,35981,46571.3,44077.7,1.82525,1.85725,0.102803,0,23.3117,999.9,41.8,31,20.8306,64.4599,21.859,1,0.147861,2.53483,20.1792,5.23017,11.974,4.9707,3.2897,9999,9999,9999,999.9,4.97294,1.87713,1.87518,1.87805,1.8747,1.87836,1.87544,1.87654,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.983,0.0699,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.8,12.9,0.817871,2.53906,1.39893,2.33887,1.44897,2.57568,37.4578,24.0087,18,486.357,471.998,20.4793,28.9677,29.9996,28.8743,28.953,16.3533,34.4112,80.4318,20.4845,299.076,15.2985,100.634,101.375
9,1704042409,40,2023-12-31 11:06:49,11:06:49,5,"n","brit.hc.2.2","albert",1704042401.21429,0.00125706079235103,1.25706079235103,0.334988419006366,354.332035300386,335.943254826164,30.4423665765651,32.1087134611957,0.06767709397301,2.75852788509478,0.0667680357016127,0.041810680249164,354.131891452734,26.0682499471298,25.00355,3.18035062389724,50.091330966528,1.5185008853166,3.03146443908885,1.66184973858064,-55.4363809426805,-119.241365097757,-9.10692891623516,170.347216496061,-19.4985796645949,1.25250010245799,0.334988419006366,320.986056766588,336.394793939394,-3.32133864646968,65.0293827907414,1.25706079235103,15.2744287749013,16.7576757575758,1.10185997027306e-06,107.877929755481,6,1,1,0,48541,2012.92666785714,1651.20359833922,0.820299926820984,0.1759288587645,6,0.5,"0: Broadleaf",2,TRUE,1704042401.21429,354.332035714286,331.465357142857,16.7572428571429,15.2793678571429,351.319178571428,16.6872892857143,499.979357142857,90.5176571428572,0.0999282357142857,24.2017535714286,25.00355,999.9,0,0,10004.0892857143,0,12.9388107142857,22.8666678571429,360.370785714286,336.608571428571,1.47786357142857,331.465357142857,15.2793678571429,1.51682535714286,1.38305357142857,13.1388214285714,11.7330928571429,1999.98785714286,0.980004,0.0199962678571429,0,2.0669,0,23588.3178571429,17338.1392857143,38.062,39,38.1604285714286,37.20275,37.20275,1959.99785714286,39.99,0,1704042409,0,1704041638.1,10:53:58,1704041638.1,1704041630.1,1,-0.144,-0.034,3.21,0.184,416,23,0.51,0.05,22.4456625,9.10095647279551,0.906484260946515,0,1.467289,0.182926604127577,0.0202794698895213,1,1,2,"1/2",3.12992,2.77102,0.070447,0.0671426,0.0833015,0.0782066,27791.1,27424.5,30436.5,29655.1,38521.1,35981,46572,44077.8,1.82493,1.8574,0.103042,0,23.3117,999.9,41.8,31,20.8341,63.9299,21.875,1,0.147149,2.47563,20.1803,5.23032,11.974,4.97035,3.2897,9999,9999,9999,999.9,4.97296,1.87714,1.87521,1.87805,1.87471,1.87836,1.87545,1.87657,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.93,0.07,1.69688949513289,0.00426045824046104,-1.60873577559753e-06,4.13435448116816e-10,-0.0483661912974461,-0.00712679182401135,0.00107101859148394,-1.31288340808124e-05,1,2129,0,26,12.8,13,0.783691,2.54028,1.39893,2.33887,1.44897,2.57324,37.4819,24.0175,18,486.142,472.058,20.4749,28.9617,29.9995,28.869,28.9482,15.5982,34.4112,80.4318,20.4843,279.04,15.2985,100.636,101.375
