"obs","time..2","elapsed","date","hhmmss..5","averaging","baseline_yn","id","machine","TIME..10","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..60","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..106","hhmmss..107","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
1,1705867044,0,2024-01-21 13:57:23,13:57:23,5,"n","ryan.lh.3.47","albert",1705867036,0.001707139,1.707138824,6.658600011,411.1963251,281.5116828,25.47996952,37.21788639,0.090846756,2.756524634,0.089215626,0.055903878,353.926004,25.6720482,25.00567,3.180752608,50.08046129,1.493543656,2.982288138,1.687208951,-75.28482212,-159.9511573,-12.20834404,106.4816806,6.670926463,1.706458916,6.658600011,426.240078,418.1313515,0.000307582,65.32329292,1.707138824,14.48823096,16.50286303,-4.17e-07,101.7360883,8,2,1,0,48312,2011.756567,1650.243747,0.820299918,0.175928842,6,0.5,"0: Broadleaf",2,TRUE,1705867036,411.1963333,420.0429,16.50119667,14.48736667,407.4952667,16.39517667,500.0323667,90.41122667,0.10000634,23.92935333,25.00567,999.9,0,0,10004.00267,0,11.7499,-8.846523,418.0954333,426.2177333,2.013831333,420.0429,14.48736667,1.491895,1.309820333,12.88534667,10.91202667,2000.006667,0.9800074,0.019992637,0,2.169136667,0,24914.22,17338.33,37.46013333,38.8288,37.84563333,37.09343333,36.99776667,1960.021667,39.98933333,0,1705867070,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,-8.8391595,-0.121280826,0.050232741,1,2.01341525,0.012352908,0.001564401,1,2,2,"2-Feb",3.13055,2.77071,0.0839394,0.0863154,0.0823807,0.075403,27456.2,26897,30507.6,29690.1,38638.5,36128.7,46666.6,44123,1.8457,1.86542,0.110261,0,23.1941,999.9,35.6,31.5,18.2761,63.2086,23.129,1,0.0793293,2.6063,20.1723,5.23496,11.974,4.97195,3.29043,9999,9999,9999,999.9,4.97293,1.87729,1.87535,1.87821,1.87487,1.87853,1.8756,1.87674,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.701,0.106,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,33.7,33.6,1.11084,2.54761,1.39893,2.33765,1.44897,2.55127,37.7711,24.0963,18,490.101,468.091,20.0873,27.9722,30.0005,27.7405,27.8014,22.1765,27.3624,57.6723,20.0825,413.374,14.5286,100.853,101.486
2,1705867049,5,2024-01-21 13:57:28,13:57:28,5,"n","ryan.lh.3.47","albert",1705867041,0.00170583,1.705829731,6.750858614,411.2017847,279.8317615,25.32839583,37.21908304,0.090798719,2.756067732,0.089169032,0.05587463,353.9240076,25.6738037,25.00462759,3.180554945,50.08314528,1.493726021,2.982492438,1.686828924,-75.22709112,-159.6004048,-12.18359799,106.9129137,6.501497894,1.706539134,6.750858614,426.0747809,418.0251576,-0.035690688,65.32329292,1.705829731,14.49072077,16.50396,2.4e-06,101.7360883,8,2,1,0,48248,2011.745072,1650.234332,0.820299925,0.175928855,6,0.5,"0: Broadleaf",2,TRUE,1705867041,411.2017931,419.8458621,16.5029,14.48880345,407.5007241,16.39684138,499.9888276,90.41301379,0.099927603,23.9304931,25.00462759,999.9,0,0,10001.10034,0,11.7499,-8.643995862,418.1017586,426.0183448,2.014096897,419.8458621,14.48880345,1.492077586,1.309975862,12.88721724,10.91381034,1999.995172,0.980007241,0.019992783,0,2.088034483,0,24905.63793,17338.22069,37.43506897,38.84458621,37.85537931,37.10103448,36.99772414,1960.01,39.99,0,1705867075,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,-8.788093,1.051471295,0.186807163,0,2.013591,0.002425441,0.001289589,1,1,2,"2-Jan",3.13072,2.771,0.0839058,0.0858561,0.0823826,0.0754044,27456.4,26910.9,30506.8,29690.5,38637.4,36129,46665.3,44123.5,1.84595,1.86528,0.109583,0,23.197,999.9,35.6,31.5,18.2757,63.4886,22.8686,1,0.0796113,2.60874,20.1716,5.23062,11.974,4.97105,3.28968,9999,9999,9999,999.9,4.97293,1.87729,1.87535,1.8782,1.87488,1.87851,1.8756,1.87672,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.7,0.106,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,33.8,33.7,1.08276,2.54272,1.39893,2.33643,1.44897,2.59521,37.747,24.0963,18,490.268,468.021,20.0814,27.9767,30.0004,27.7447,27.8048,21.6759,27.3624,57.6723,20.078,399.989,14.5286,100.85,101.487
3,1705867054,10,2024-01-21 13:57:33,13:57:33,5,"n","ryan.lh.3.47","albert",1705867046,0.001707757,1.707757055,6.29882655,410.7147422,287.4823836,26.02102836,37.17521687,0.090925538,2.755310942,0.0892909,0.05595123,353.9243427,25.67384719,25.00306786,3.180259209,50.08581585,1.493817191,2.982515441,1.686442017,-75.31208612,-159.3058292,-12.16436295,107.1420644,4.556668312,1.706266816,6.29882655,418.4396374,414.7220848,-0.826460372,65.32329292,1.707757055,14.49093361,16.50654242,5.02e-06,101.7360883,8,2,1,0,48313,2011.747043,1650.235942,0.820299922,0.175928849,6,0.5,"0: Broadleaf",2,TRUE,1705867046,410.71475,417.0242143,16.50381071,14.48991786,407.0153929,16.39772857,499.9591429,90.41356071,0.099910207,23.93062143,25.00306786,999.9,0,0,9996.561071,0,11.7499,-6.3094965,417.6069286,423.1557143,2.013889643,417.0242143,14.48991786,1.492169286,1.310085357,12.88815357,10.91505714,1999.997143,0.980007357,0.019992718,0,2.094767857,0,24897.11071,17338.23571,37.50642857,38.857,37.87021429,37.10692857,37.00207143,1960.0125,39.98964286,0,1705867081,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,-6.9969368,25.67940824,3.171965954,0,2.01410825,-0.00374803,0.000906937,1,1,2,"2-Jan",3.13073,2.77103,0.0833044,0.0838501,0.08239,0.0754097,27473.9,26970,30506.3,29690.5,38636.6,36128.9,46664.8,44123.8,1.84597,1.86505,0.110053,0,23.1998,999.9,35.5,31.5,18.2238,63.4686,23.1971,1,0.0799085,2.59867,20.1718,5.22987,11.974,4.97065,3.28963,9999,9999,9999,999.9,4.97295,1.87729,1.87536,1.8782,1.87488,1.87852,1.87559,1.8767,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.687,0.1061,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,33.9,33.8,1.05225,2.54028,1.39893,2.33765,1.44897,2.58789,37.747,24.0963,18,490.305,467.905,20.0769,27.9813,30.0004,27.7482,27.8085,20.9818,27.3624,57.6723,20.0779,379.954,14.5286,100.849,101.487
4,1705867059,15,2024-01-21 13:57:38,13:57:38,5,"n","ryan.lh.3.47","albert",1705867051,0.001706564,1.70656435,6.054677553,407.9422147,288.9793396,26.15673474,36.92456462,0.090831293,2.755901623,0.089200351,0.055894314,353.9279827,25.67366757,25.00662593,3.18093388,50.09091387,1.493952684,2.982482388,1.686981196,-75.25948782,-159.8960215,-12.20702024,106.5654531,0.275304505,1.706277333,6.054677553,403.6363454,405.6475636,-1.962065192,65.32329292,1.70656435,14.49252314,16.50677333,-4.82e-07,101.7360883,8,2,1,0,48346,2011.768048,1650.253144,0.820299908,0.175928822,6,0.5,"0: Broadleaf",2,TRUE,1705867051,407.9422222,409.107963,16.50517407,14.49126296,404.2527407,16.39906296,499.957,90.41431111,0.099892344,23.93043704,25.00662593,999.9,0,0,9999.973704,0,11.7499,-1.16579637,414.7884074,415.1236667,2.01391037,409.107963,14.49126296,1.492304444,1.310217778,12.88954444,10.91656296,2000.018148,0.980007741,0.019992419,0,2.152674074,0,24889.98519,17338.42222,37.51366667,38.86333333,37.86766667,37.11559259,37.00448148,1960.034444,39.98814815,0,1705867085,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,-4.1612143,54.04376762,5.687918746,0,2.01406525,0.001496848,0.000847605,1,1,2,"2-Jan",3.13054,2.77094,0.081834,0.0813664,0.0823964,0.0754142,27517.9,27042.3,30506.2,29689.7,38636.3,36127.4,46664.8,44122.4,1.8454,1.86518,0.11038,0,23.2029,999.9,35.5,31.5,18.2249,63.3886,23.101,1,0.0802693,2.62067,20.1711,5.23002,11.974,4.97035,3.28982,9999,9999,9999,999.9,4.97292,1.87729,1.87535,1.8782,1.87486,1.87851,1.8756,1.87672,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.654,0.1062,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,33.9,33.8,1.01562,2.53906,1.39893,2.33765,1.44897,2.57446,37.747,24.105,18,490.012,468.013,20.0753,27.9856,30.0004,27.7518,27.8119,20.311,27.3624,57.6723,20.0683,366.596,14.5286,100.848,101.484
5,1705867064,20,2024-01-21 13:57:43,13:57:43,5,"n","ryan.lh.3.47","albert",1705867056,0.00170789,1.707889925,5.726769046,401.7747072,288.8313079,26.14381622,36.36698591,0.090884026,2.756078188,0.089251311,0.055926319,353.9257027,25.67228721,25.00949643,3.181478268,50.09941788,1.494125695,2.982321468,1.687352573,-75.3179457,-160.4661743,-12.24988501,105.8916976,-4.699964334,1.707136593,5.726769046,387.4412607,392.968497,-2.613718579,65.32329292,1.707889925,14.49297617,16.50864727,2.86e-06,101.7360883,8,2,1,0,48396,2011.755382,1650.242728,0.820299894,0.175928796,6,0.5,"0: Broadleaf",2,TRUE,1705867056,401.7747143,396.9576786,16.50678214,14.491975,398.1071429,16.40065357,499.9855,90.41587857,0.099988307,23.92953929,25.00949643,999.9,0,0,10000.84536,0,11.75073929,4.816916714,408.5179643,402.7950357,2.014811071,396.9576786,14.491975,1.492476429,1.310304643,12.8913,10.91756429,2000.004643,0.980007714,0.019992496,0,2.173039286,0,24884.59643,17338.31429,37.51314286,38.86375,37.85,37.11142857,37.01096429,1960.021429,39.98607143,0,1705867091,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,1.6259272,77.43988246,7.526847303,0,2.0143095,0.009895835,0.001051988,1,1,2,"2-Jan",3.13072,2.77109,0.0798037,0.0787176,0.0824038,0.07542,27578,27120.1,30505.4,29689.5,38634.6,36126.9,46663.4,44122.3,1.84582,1.86467,0.109963,0,23.2052,999.9,35.5,31.5,18.2225,63.1886,23.125,1,0.0808257,2.65431,20.1704,5.23122,11.974,4.9711,3.28985,9999,9999,9999,999.9,4.97292,1.87729,1.87538,1.8782,1.87489,1.87853,1.8756,1.87676,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.608,0.1062,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,34,33.9,0.981445,2.54395,1.39893,2.33643,1.44897,2.49512,37.7711,24.105,18,490.272,467.719,20.0662,27.9902,30.0005,27.7556,27.8155,19.5633,27.3624,57.6723,20.0538,346.561,14.5286,100.846,101.484
6,1705867069,25,2024-01-21 13:57:48,13:57:48,5,"n","ryan.lh.3.47","albert",1705867061,0.001708165,1.708164634,5.49272637,390.849845,282.3560336,25.55846884,35.37917521,0.090884379,2.756575538,0.08925194,0.055926689,353.9284619,25.67144962,25.01186667,3.181927843,50.1057048,1.494269415,2.9822341,1.687658429,-75.33006037,-160.9198171,-12.28241623,105.3961682,-9.315799107,1.708206045,5.49272637,370.6981058,378.2721212,-2.981998481,65.32329292,1.708164634,14.4925003,16.50850788,2.02e-07,101.7360883,8,2,1,0,48364,2011.771404,1650.255839,0.820299879,0.175928767,6,0.5,"0: Broadleaf",2,TRUE,1705867061,390.8498519,380.4718148,16.50787407,14.49181481,387.2213704,16.40173333,499.9874444,90.41857037,0.100015374,23.92905185,25.01186667,999.9,0,0,10003.49148,0,11.76288519,10.37800111,397.4101481,386.0665556,2.016062963,380.4718148,14.49181481,1.492618889,1.310328519,12.89276667,10.91785185,2000.008519,0.980007815,0.019992419,0,2.167248148,0,24879.65556,17338.34444,37.48359259,38.85633333,37.84914815,37.11085185,37.00907407,1960.025556,39.98407407,0,1705867096,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,6.03186295,67.76951746,6.688715513,0,2.01486825,0.006272083,0.000791602,1,1,2,"2-Jan",3.1308,2.77119,0.0774373,0.0759688,0.0823997,0.0753352,27648.7,27201.2,30505.2,29689.7,38634.6,36130.5,46663.4,44122.8,1.84595,1.8646,0.109829,0,23.2082,999.9,35.5,31.5,18.225,63.3786,23.1931,1,0.0811636,2.66889,20.1703,5.23092,11.974,4.9707,3.28985,9999,9999,9999,999.9,4.97293,1.87729,1.87537,1.8782,1.87489,1.87852,1.8756,1.87672,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.555,0.1062,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,34.1,34,0.943604,2.55615,1.39893,2.33643,1.44897,2.43652,37.7711,24.0963,18,490.368,467.7,20.0514,27.9951,30.0005,27.7595,27.8192,18.8755,27.0577,57.3018,20.0435,333.191,14.5286,100.845,101.485
7,1705867074,30,2024-01-21 13:57:53,13:57:53,5,"n","ryan.lh.3.47","albert",1705867066,0.001740104,1.740104155,5.291837072,378.2398863,275.3864767,24.92817312,34.23853444,0.092622013,2.757268265,0.0909276,0.056979405,353.9293265,25.66200019,25.01051429,3.181671324,50.10058319,1.494095022,2.982190879,1.687576302,-76.73859324,-160.7950701,-12.26971267,104.1259505,-11.63714605,1.718765076,5.291837072,353.8870327,362.5576788,-3.160111185,65.32329292,1.740104155,14.43755807,16.49144364,-2.98e-05,101.7360883,8,2,1,0,48313,2011.776236,1650.25981,0.820299883,0.175928774,6,0.5,"0: Broadleaf",2,TRUE,1705867066,378.2398929,365.0556071,16.50556429,14.47711429,374.6570714,16.39946429,500.0061786,90.42064643,0.1000408,23.92881071,25.01051429,999.9,0,0,10007.36286,0,11.78016429,13.18423393,384.5876429,370.4183571,2.028447143,365.0556071,14.47711429,1.492444286,1.309029643,12.890975,10.902925,1999.996071,0.980007071,0.019993089,0,2.139742857,0,24873.74286,17338.225,37.48635714,38.8615,37.8345,37.10678571,37.00203571,1960.011071,39.98428571,0,1705867100,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,11.413741,36.74826417,3.682172237,0,2.02490125,0.130256848,0.016425032,1,1,2,"2-Jan",3.13068,2.77107,0.0748775,0.0731605,0.0823385,0.0752921,27724.9,27283.1,30504.6,29689,38636.2,36131.1,46662.5,44121.7,1.84562,1.86453,0.109002,0,23.2111,999.9,35.5,31.5,18.2232,63.4186,23.0168,1,0.0814761,2.67861,20.1701,5.22987,11.974,4.97095,3.2898,9999,9999,9999,999.9,4.97292,1.87729,1.87538,1.8782,1.87486,1.87851,1.87556,1.87669,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.498,0.1058,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,34.2,34.1,0.909424,2.55493,1.39893,2.33643,1.44897,2.51099,37.7711,24.0875,18,490.212,467.679,20.04,28.0004,30.0004,27.7629,27.8226,18.1191,27.0577,57.3018,20.0323,313.156,14.5286,100.843,101.482
8,1705867079,35,2024-01-21 13:57:58,13:57:58,5,"n","ryan.lh.3.47","albert",1705867071,0.001702723,1.702723165,4.94529867,362.604179,264.3459882,23.92889444,32.82333575,0.090611596,2.758050689,0.088989699,0.055761865,353.9312668,25.67044381,25.00596296,3.180808161,50.08496289,1.493501895,2.98193671,1.687306267,-75.09009158,-160.3748165,-12.23380443,106.2325543,-13.1530781,1.717744062,4.94529867,337.04226,346.4469455,-3.225378072,65.32329292,1.702723165,14.48155053,16.49101455,3.88e-06,101.7360883,8,2,1,0,48284,2011.787333,1650.268908,0.82029988,0.175928768,6,0.5,"0: Broadleaf",2,TRUE,1705867071,362.6041852,347.5685185,16.49893333,14.47172963,359.0786667,16.39294815,500.0197407,90.42112963,0.099988578,23.92739259,25.00596296,999.9,0,0,10011.94259,0,11.79881481,15.03561111,368.6870741,352.6722222,2.027194815,347.5685185,14.47172963,1.491852593,1.30855037,12.88491111,10.89741852,1999.988519,0.980007,0.019993148,0,2.140833333,0,24864.58519,17338.14815,37.52296296,38.86333333,37.84692593,37.12466667,37.016,1960.003333,39.9837037,0,1705867105,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,13.54035225,23.19169745,2.329521798,0,2.024671,0.050349118,0.016994931,1,1,2,"2-Jan",3.13068,2.77107,0.0722097,0.0703126,0.082338,0.0753782,27805.1,27366.8,30504.9,29688.8,38636.4,36127.3,46662.8,44121.5,1.8456,1.8645,0.108637,0,23.2131,999.9,35.5,31.5,18.2236,63.4286,22.9087,1,0.0821037,2.66328,20.1704,5.22942,11.974,4.97095,3.28973,9999,9999,9999,999.9,4.97293,1.87729,1.87537,1.8782,1.87487,1.87852,1.8756,1.87673,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.438,0.1058,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,34.3,34.2,0.871582,2.55249,1.39893,2.33643,1.44897,2.57568,37.7711,24.0963,18,490.223,467.697,20.0293,28.0052,30.0005,27.7666,27.8268,17.4196,27.0577,57.3018,20.0299,299.798,14.5286,100.844,101.482
9,1705867084,40,2024-01-21 13:58:03,13:58:03,5,"n","ryan.lh.3.47","albert",1705867076,0.001704337,1.7043367,4.734631545,347.8966727,253.9143385,22.98470441,31.49212539,0.090732183,2.757317881,0.089105584,0.055834704,353.9296875,25.66912147,25.00091071,3.179850238,50.07612126,1.493121598,2.981703775,1.686728639,-75.16124846,-159.7743847,-12.19085036,106.8032039,-13.88071641,1.715802101,4.734631545,320.3094262,330.150897,-3.263145071,65.32329292,1.7043367,14.48370144,16.49495697,4.69e-06,101.7360883,8,2,1,0,48244,2011.778264,1650.261477,0.820299884,0.175928776,6,0.5,"0: Broadleaf",2,TRUE,1705867076,347.8966786,331.9575357,16.49466429,14.46984286,344.4257857,16.38875357,500.04425,90.42146786,0.100022754,23.92609286,25.00091071,999.9,0,0,10007.56571,0,11.80505,15.93907857,353.7313214,336.8311786,2.024805357,331.9575357,14.46984286,1.491471071,1.308384643,12.88101071,10.89551429,1999.973214,0.980006321,0.019993786,0,2.141539286,0,24853.13214,17338.02143,37.54885714,38.86825,37.85014286,37.13360714,37.01764286,1959.986429,39.98392857,0,1705867111,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,15.19364878,12.83181115,1.312755933,0,2.022861463,-0.054707038,0.017879338,1,1,2,"2-Jan",3.13077,2.77091,0.0694568,0.0673809,0.0823533,0.0753857,27886.9,27452.9,30504.2,29688.6,38634.5,36126.6,46661.6,44121.2,1.8457,1.8642,0.108078,0,23.2156,999.9,35.5,31.5,18.2235,63.3786,22.8446,1,0.0821672,2.54904,20.1723,5.22867,11.974,4.9709,3.28975,9999,9999,9999,999.9,4.97292,1.87729,1.87536,1.8782,1.87487,1.87853,1.8756,1.87675,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.378,0.1059,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,34.4,34.3,0.836182,2.55005,1.39893,2.33765,1.44897,2.57812,37.7711,24.0963,18,490.311,467.535,20.0309,28.0106,30.0003,27.7714,27.8309,16.6534,27.0577,57.3018,20.0634,279.763,14.5286,100.842,101.481
10,1705867089,45,2024-01-21 13:58:08,13:58:08,5,"n","ryan.lh.3.47","albert",1705867081,0.001706686,1.706685957,4.406482109,331.0741797,243.5274206,22.04448494,29.9693552,0.090895851,2.75677735,0.089263121,0.055933702,353.9303629,25.66763736,24.99682593,3.179075932,50.07530054,1.492993074,2.981495983,1.686082858,-75.26485069,-159.3083006,-12.15734956,107.199862,-14.44947082,1.703983144,4.406482109,303.3616622,313.7259939,-3.288814266,65.32329292,1.706685957,14.48474899,16.49887576,4.92e-06,101.7360883,8,2,1,0,48282,2011.781941,1650.264507,0.820299891,0.17592879,6,0.5,"0: Broadleaf",2,TRUE,1705867081,331.0741852,314.4123704,16.49322963,14.48224444,327.6663333,16.38735185,500.0172963,90.42158519,0.099986841,23.92493333,24.99682593,999.9,0,0,10004.35259,0,11.79564444,16.66181481,336.6261111,319.0325926,2.010976667,314.4123704,14.48224444,1.491343333,1.309508148,12.87971111,10.90842593,1999.986296,0.980005926,0.019994226,0,2.125448148,0,24837.15926,17338.13333,37.58544444,38.87025926,37.85848148,37.13166667,37.03451852,1959.998889,39.98518519,0,1705867115,0,1705865028,13:23:48,1705865023,1705865028,1,-0.064,-0.02,3.732,0.104,420,16,0.3,0.12,16.15021951,8.463719164,0.844760283,0,2.022010976,-0.129283902,0.018293257,1,1,2,"2-Jan",3.13065,2.77103,0.0666257,0.0643787,0.0823666,0.0753859,27971.9,27540.3,30504.4,29687.6,38634,36125.4,46661.9,44120,1.84568,1.86405,0.10892,0,23.2185,999.9,35.5,31.5,18.2213,63.4786,22.9447,1,0.0822256,2.54384,20.1726,5.22867,11.974,4.97085,3.28982,9999,9999,9999,999.9,4.97295,1.87729,1.87542,1.8782,1.87494,1.87856,1.87561,1.87679,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.316,0.106,1.987222635,0.004940747,-2.01e-06,5.03e-10,-0.019875289,-0.007403451,0.001192194,-1.66e-05,1,2119,0,26,34.4,34.3,0.797119,2.55371,1.39893,2.33765,1.44897,2.59155,37.7953,24.0963,18,490.325,467.468,20.0611,28.0152,30.0003,27.7755,27.8346,15.9497,27.0577,57.3018,20.0679,266.406,14.5286,100.842,101.478
